Year,Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
1998,14,Miami Heat,3-1,4-0,1-3,1-2,3-1,2-0,2-0,2-1,2-0,2-0,1-3,2-0,1-1,,3-1,1-1,3-1,2-2,3-1,4-0,0-2,2-0,2-0,0-2,0-2,4-0,1-1,2-0,2-2,
1998,15,Milwaukee Bucks,1-3,2-2,1-3,0-4,2-2,2-0,2-0,2-2,2-0,1-1,0-4,2-0,0-2,1-3,,1-1,0-4,3-1,2-1,2-2,0-2,2-0,2-0,0-2,1-1,3-1,0-2,1-1,1-2,
1998,16,Minnesota Timberwolves,2-0,1-1,1-1,1-1,0-2,2-2,3-1,2-0,4-0,3-1,0-2,4-0,0-4,1-1,1-1,,2-0,1-1,0-2,2-0,3-1,1-3,3-1,1-3,1-3,1-1,1-3,4-0,0-2,
1998,17,New Jersey Nets,2-1,2-2,2-2,0-4,1-3,2-0,2-0,2-2,2-0,1-1,1-2,1-1,1-1,1-3,4-0,0-2,,2-2,3-1,3-1,1-1,1-1,2-0,1-1,0-2,3-1,0-2,2-0,1-3,
1998,18,New York Knicks,2-2,2-2,3-1,0-4,2-1,1-1,2-0,2-2,1-1,1-1,1-2,2-0,1-1,2-2,1-3,1-1,2-2,,4-0,2-2,2-0,1-1,1-1,0-2,1-1,3-1,0-2,2-0,1-3,
1998,19,Orlando Magic,2-2,2-2,1-3,1-3,2-2,2-0,2-0,2-1,1-1,2-0,1-3,2-0,1-1,1-3,1-2,2-0,1-3,0-4,,4-0,0-2,2-0,0-2,0-2,1-1,3-1,0-2,2-0,3-1,
1998,20,Philadelphia 76ers,1-3,1-3,1-2,1-2,1-3,2-0,2-0,1-3,2-0,1-1,0-4,1-1,2-0,0-4,2-2,0-2,1-3,2-2,0-4,,1-1,1-1,1-1,0-2,0-2,2-2,0-2,2-0,3-1,
1998,21,Phoenix Suns,2-0,2-0,1-1,1-1,0-2,4-0,4-0,1-1,4-0,3-1,1-1,4-0,2-2,2-0,2-0,1-3,1-1,0-2,2-0,1-1,,2-2,3-1,3-1,2-2,2-0,1-3,4-0,1-1,
1998,22,Portland Trail Blazers,1-1,1-1,0-2,1-1,1-1,4-0,2-2,2-0,3-1,3-1,1-1,4-0,2-2,0-2,0-2,3-1,1-1,1-1,0-2,1-1,2-2,,3-1,2-2,0-4,2-0,3-1,2-2,1-1,
1998,23,Sacramento Kings,0-2,1-1,1-1,0-2,0-2,4-0,3-1,1-1,2-2,0-4,0-2,1-3,0-4,0-2,0-2,1-3,0-2,1-1,2-0,1-1,1-3,1-3,,0-4,1-3,1-1,2-2,2-2,1-1,
1998,24,San Antonio Spurs,1-1,2-0,1-1,0-2,2-0,4-0,4-0,1-1,3-1,2-2,2-0,3-1,0-4,2-0,2-0,3-1,1-1,2-0,2-0,2-0,1-3,2-2,4-0,,2-2,2-0,1-3,4-0,1-1,
1998,25,Seattle SuperSonics,1-1,1-1,1-1,1-1,2-0,2-2,4-0,2-0,3-1,3-1,2-0,4-0,3-1,2-0,1-1,3-1,2-0,1-1,1-1,2-0,2-2,4-0,3-1,2-2,,2-0,2-2,4-0,1-1,
1998,26,Toronto Raptors,0-4,0-3,0-4,0-4,1-3,1-1,2-0,0-4,2-0,0-2,0-4,1-1,0-2,0-4,1-3,1-1,1-3,1-3,1-3,2-2,0-2,0-2,1-1,0-2,0-2,,0-2,1-1,0-3,
1998,27,Utah Jazz,2-0,2-0,1-1,2-0,1-1,4-0,4-0,2-0,4-0,4-0,1-1,3-1,1-3,1-1,2-0,3-1,2-0,2-0,2-0,2-0,3-1,1-3,2-2,3-1,2-2,2-0,,4-0,0-2,
1998,28,Vancouver Grizzlies,0-2,0-2,0-2,0-2,0-2,0-4,3-1,2-0,3-1,1-3,0-2,3-1,0-4,0-2,1-1,0-4,0-2,0-2,0-2,0-2,0-4,2-2,2-2,0-4,0-4,1-1,0-4,,1-1,
1998,29,Washington Wizards,0-4,2-3,2-2,1-3,2-1,1-1,1-1,2-2,2-0,1-1,0-4,2-0,1-1,2-2,2-1,2-0,3-1,3-1,1-3,1-3,1-1,1-1,1-1,1-1,1-1,3-0,2-0,1-1,,
-20,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WSB,
1997,1,Atlanta Hawks,,3-1,1-3,1-3,3-1,2-0,1-1,1-3,2-0,1-1,3-1,2-0,1-1,1-2,4-0,2-0,3-1,1-3,3-1,4-0,1-1,2-0,2-0,2-0,1-1,4-0,1-1,2-0,2-1,
1997,2,Boston Celtics,1-3,,0-4,0-4,1-2,1-1,1-1,0-4,1-1,0-2,1-2,0-2,1-1,0-4,1-3,0-2,0-4,0-4,0-4,1-3,1-1,1-1,0-2,1-1,0-2,3-1,0-2,0-2,0-4,
1997,3,Charlotte Hornets,3-1,4-0,,0-4,3-1,1-1,2-0,2-2,2-0,2-0,2-2,1-1,1-1,1-2,2-2,2-0,4-0,3-1,1-2,4-0,1-1,0-2,2-0,2-0,2-0,2-2,0-2,2-0,3-1,
1997,4,Chicago Bulls,3-1,4-0,4-0,,3-1,2-0,2-0,3-1,2-0,1-1,4-0,2-0,1-1,2-2,4-0,2-0,3-1,2-2,3-0,4-0,2-0,2-0,2-0,2-0,2-0,3-1,1-1,2-0,2-1,
1997,5,Cleveland Cavaliers,1-3,2-1,1-3,1-3,,2-0,1-1,2-2,1-1,0-2,3-1,2-0,1-1,0-4,2-2,2-0,4-0,1-3,2-2,3-0,1-1,1-1,2-0,0-2,0-2,3-1,1-1,2-0,1-3,
1997,6,Dallas Mavericks,0-2,1-1,1-1,0-2,0-2,,3-1,0-2,0-4,0-4,1-1,2-2,0-4,0-2,0-2,1-3,1-1,1-1,1-1,2-0,1-3,1-3,2-2,1-3,1-3,0-2,1-3,3-1,0-2,
1997,7,Denver Nuggets,1-1,1-1,0-2,0-2,1-1,1-3,,0-2,1-3,1-3,0-2,1-3,0-4,0-2,1-1,0-4,1-1,0-2,0-2,1-1,2-2,0-4,2-2,2-2,0-4,1-1,0-4,3-1,1-1,
1997,8,Detroit Pistons,3-1,4-0,2-2,1-3,2-2,2-0,2-0,,2-0,1-1,3-1,2-0,1-1,0-4,3-1,2-0,4-0,1-2,2-2,2-1,0-2,1-1,1-1,2-0,1-1,3-1,1-1,2-0,4-0,
1997,9,Golden State Warriors,0-2,1-1,0-2,0-2,1-1,4-0,3-1,0-2,,0-4,1-1,1-3,0-4,0-2,1-1,1-3,2-0,0-2,1-1,2-0,0-4,2-2,1-3,4-0,0-4,2-0,0-4,3-1,0-2,
1997,10,Houston Rockets,1-1,2-0,0-2,1-1,2-0,4-0,3-1,1-1,4-0,,1-1,3-1,3-1,0-2,1-1,4-0,2-0,1-1,0-2,2-0,2-2,2-2,4-0,3-1,3-1,1-1,2-2,3-1,2-0,
1997,11,Indiana Pacers,1-3,2-1,2-2,0-4,1-3,1-1,2-0,1-3,1-1,1-1,,2-0,1-1,1-3,2-2,2-0,2-2,1-3,1-3,3-0,1-1,1-1,1-1,1-1,1-1,4-0,0-2,2-0,1-3,
1997,12,Los Angeles Clippers,0-2,2-0,1-1,0-2,0-2,2-2,3-1,0-2,3-1,1-3,0-2,,2-2,0-2,2-0,1-3,1-1,0-2,1-1,1-1,2-2,0-4,2-2,4-0,1-3,2-0,1-3,4-0,0-2,
1997,13,Los Angeles Lakers,1-1,1-1,1-1,1-1,1-1,4-0,4-0,1-1,4-0,1-3,1-1,2-2,,1-1,2-0,3-1,2-0,1-1,1-1,2-0,4-0,1-3,4-0,2-2,3-1,1-1,1-3,4-0,2-0,
1997,14,Miami Heat,2-1,4-0,2-1,2-2,4-0,2-0,2-0,4-0,2-0,2-0,3-1,2-0,1-1,,4-0,1-1,3-1,1-3,2-2,3-1,2-0,1-1,2-0,2-0,0-2,3-1,0-2,2-0,3-1,
1997,15,Milwaukee Bucks,0-4,3-1,2-2,0-4,2-2,2-0,1-1,1-3,1-1,1-1,2-2,0-2,0-2,0-4,,0-2,2-1,1-2,2-2,3-1,1-1,0-2,0-2,1-1,1-1,3-1,1-1,2-0,1-3,
1997,16,Minnesota Timberwolves,0-2,2-0,0-2,0-2,0-2,3-1,4-0,0-2,3-1,0-4,0-2,3-1,1-3,1-1,2-0,,2-0,1-1,1-1,1-1,3-1,2-2,0-4,4-0,0-4,1-1,1-3,4-0,1-1,
1997,17,New Jersey Nets,1-3,4-0,0-4,1-3,0-4,1-1,1-1,0-4,0-2,0-2,2-2,1-1,0-2,1-3,1-2,0-2,,2-2,1-3,2-2,1-1,0-2,1-1,2-0,1-1,0-3,0-2,2-0,1-3,
1997,18,New York Knicks,3-1,4-0,1-3,2-2,3-1,1-1,2-0,2-1,2-0,1-1,3-1,2-0,1-1,3-1,2-1,1-1,2-2,,3-1,3-2,1-1,1-1,2-0,2-0,0-2,3-0,1-1,2-0,4-0,
1997,19,Orlando Magic,1-3,4-0,2-1,0-3,2-2,1-1,2-0,2-2,1-1,2-0,3-1,1-1,1-1,2-2,2-2,1-1,3-1,1-3,,2-2,1-1,2-0,1-1,1-1,1-1,4-0,0-2,1-1,1-3,
1997,20,Philadelphia 76ers,0-4,3-1,0-4,0-4,0-3,0-2,1-1,1-2,0-2,0-2,0-3,1-1,0-2,1-3,1-3,1-1,2-2,2-3,2-2,,1-1,1-1,0-2,1-1,0-2,1-3,0-2,2-0,1-3,
1997,21,Phoenix Suns,1-1,1-1,1-1,0-2,1-1,3-1,2-2,2-0,4-0,2-2,1-1,2-2,0-4,0-2,1-1,1-3,1-1,1-1,1-1,1-1,,1-3,4-0,3-1,2-2,0-2,1-3,2-2,1-1,
1997,22,Portland Trail Blazers,0-2,1-1,2-0,0-2,1-1,3-1,4-0,1-1,2-2,2-2,1-1,4-0,3-1,1-1,2-0,2-2,2-0,1-1,0-2,1-1,3-1,,2-2,4-0,1-3,0-2,2-2,4-0,0-2,
1997,23,Sacramento Kings,0-2,2-0,0-2,0-2,0-2,2-2,2-2,1-1,3-1,0-4,1-1,2-2,0-4,0-2,2-0,4-0,1-1,0-2,1-1,2-0,0-4,2-2,,3-1,1-3,1-1,0-4,4-0,0-2,
1997,24,San Antonio Spurs,0-2,1-1,0-2,0-2,2-0,3-1,2-2,0-2,0-4,1-3,1-1,0-4,2-2,0-2,1-1,0-4,0-2,0-2,1-1,1-1,1-3,0-4,1-3,,0-4,1-1,1-3,1-3,0-2,
1997,25,Seattle SuperSonics,1-1,2-0,0-2,0-2,2-0,3-1,4-0,1-1,4-0,1-3,1-1,3-1,1-3,2-0,1-1,4-0,1-1,2-0,1-1,2-0,2-2,3-1,3-1,4-0,,2-0,1-3,4-0,2-0,
1997,26,Toronto Raptors,0-4,1-3,2-2,1-3,1-3,2-0,1-1,1-3,0-2,1-1,0-4,0-2,1-1,1-3,1-3,1-1,3-0,0-3,0-4,3-1,2-0,2-0,1-1,1-1,0-2,,1-1,1-1,2-2,
1997,27,Utah Jazz,1-1,2-0,2-0,1-1,1-1,3-1,4-0,1-1,4-0,2-2,2-0,3-1,3-1,2-0,1-1,3-1,2-0,1-1,2-0,2-0,3-1,2-2,4-0,3-1,3-1,1-1,,4-0,2-0,
1997,28,Vancouver Grizzlies,0-2,2-0,0-2,0-2,0-2,1-3,1-3,0-2,1-3,1-3,0-2,0-4,0-4,0-2,0-2,0-4,0-2,0-2,1-1,0-2,2-2,0-4,0-4,3-1,0-4,1-1,0-4,,1-1,
1997,29,Washington Bullets,1-2,4-0,1-3,1-2,3-1,2-0,1-1,0-4,2-0,0-2,3-1,2-0,0-2,1-3,3-1,1-1,3-1,0-4,3-1,3-1,1-1,2-0,2-0,2-0,0-2,2-2,0-2,1-1,,
-21,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WSB,
1996,1,Atlanta Hawks,,4-0,3-1,0-4,3-1,1-1,1-1,2-2,1-1,1-1,1-3,2-0,0-2,2-2,2-2,1-1,4-0,2-1,2-2,2-1,0-2,2-0,2-0,0-2,0-2,4-0,1-1,2-0,1-3,
1996,2,Boston Celtics,0-4,,2-2,0-3,1-3,0-2,1-1,2-1,0-2,1-1,0-4,2-0,0-2,3-1,3-1,2-0,2-2,0-4,1-3,4-0,1-1,0-2,2-0,0-2,0-2,3-1,0-2,1-1,2-2,
1996,3,Charlotte Hornets,1-3,2-2,,1-3,3-1,2-0,2-0,1-3,0-2,0-2,1-3,1-1,2-0,2-2,3-1,1-1,0-3,3-0,0-4,3-1,2-0,1-1,1-1,0-2,0-2,3-1,1-1,2-0,3-1,
1996,4,Chicago Bulls,4-0,3-0,3-1,,4-0,2-0,1-1,4-0,2-0,2-0,2-2,2-0,2-0,3-1,4-0,2-0,3-0,3-1,3-1,4-0,1-1,2-0,2-0,2-0,1-1,3-1,2-0,2-0,4-0,
1996,5,Cleveland Cavaliers,1-3,3-1,1-3,0-4,,2-0,1-1,2-2,2-0,1-1,2-2,2-0,2-0,1-3,4-0,2-0,1-2,3-1,1-2,4-0,2-0,1-1,1-1,0-2,0-2,3-1,0-2,2-0,3-1,
1996,6,Dallas Mavericks,1-1,2-0,0-2,0-2,0-2,,2-2,0-2,2-2,1-3,0-2,2-2,0-4,0-2,1-1,0-4,1-1,0-2,1-1,0-2,1-3,0-4,2-2,2-2,2-2,1-1,1-3,4-0,0-2,
1996,7,Denver Nuggets,1-1,1-1,0-2,1-1,1-1,2-2,,1-1,2-2,1-3,0-2,1-3,2-2,0-2,1-1,4-0,0-2,1-1,1-1,2-0,3-1,0-4,0-4,0-4,1-3,2-0,3-1,3-1,1-1,
1996,8,Detroit Pistons,2-2,1-2,3-1,0-4,2-2,2-0,1-1,,2-0,1-1,2-2,2-0,0-2,1-3,2-2,1-1,4-0,0-4,1-3,4-0,2-0,2-0,1-1,2-0,1-1,4-0,0-2,2-0,1-2,
1996,9,Golden State Warriors,1-1,2-0,2-0,0-2,0-2,2-2,2-2,0-2,,2-2,1-1,3-1,1-3,1-1,1-1,3-1,2-0,0-2,0-2,2-0,1-3,1-3,1-3,1-3,0-4,1-1,1-3,4-0,1-1,
1996,10,Houston Rockets,1-1,1-1,2-0,0-2,1-1,3-1,3-1,1-1,2-2,,2-0,4-0,3-1,0-2,2-0,2-2,2-0,0-2,0-2,2-0,3-1,2-2,2-2,1-3,0-4,2-0,2-2,4-0,1-1,
1996,11,Indiana Pacers,3-1,4-0,3-1,2-2,2-2,2-0,2-0,2-2,1-1,0-2,,2-0,1-1,3-0,3-1,1-1,1-3,1-3,2-2,3-1,1-1,1-1,0-2,1-1,2-0,4-0,0-2,2-0,3-0,
1996,12,Los Angeles Clippers,0-2,0-2,1-1,0-2,0-2,2-2,3-1,0-2,1-3,0-4,0-2,,0-4,1-1,1-1,3-1,1-1,1-1,0-2,2-0,3-1,2-2,2-2,1-3,0-4,0-2,1-3,3-1,1-1,
1996,13,Los Angeles Lakers,2-0,2-0,0-2,0-2,0-2,4-0,2-2,2-0,3-1,1-3,1-1,4-0,,2-0,2-0,3-1,2-0,1-1,1-1,1-1,3-1,2-2,3-1,1-3,2-2,2-0,2-2,4-0,1-1,
1996,14,Miami Heat,2-2,1-3,2-2,1-3,3-1,2-0,2-0,3-1,1-1,2-0,0-3,1-1,0-2,,3-0,1-1,5-0,1-3,1-3,3-1,1-1,0-2,1-1,1-1,0-2,2-1,0-2,1-1,2-2,
1996,15,Milwaukee Bucks,2-2,1-3,1-3,0-4,0-4,1-1,1-1,2-2,1-1,0-2,1-3,1-1,0-2,0-3,,1-1,1-3,2-2,1-3,2-1,0-2,2-0,0-2,1-1,0-2,2-2,0-2,1-1,1-3,
1996,16,Minnesota Timberwolves,1-1,0-2,1-1,0-2,0-2,4-0,0-4,1-1,1-3,2-2,1-1,1-3,1-3,1-1,1-1,,1-1,0-2,0-2,1-1,1-3,0-4,3-1,1-3,0-4,1-1,1-3,2-2,0-2,
1996,17,New Jersey Nets,0-4,2-2,3-0,0-3,2-1,1-1,2-0,0-4,0-2,0-2,3-1,1-1,0-2,0-5,3-1,1-1,,2-2,0-4,2-2,0-2,1-1,1-1,0-2,0-2,2-2,0-2,2-0,2-2,
1996,18,New York Knicks,1-2,4-0,0-3,1-3,1-3,2-0,1-1,4-0,2-0,2-0,3-1,1-1,1-1,3-1,2-2,2-0,2-2,,1-3,3-1,0-2,0-2,0-2,1-1,1-1,4-0,1-1,1-1,3-1,
1996,19,Orlando Magic,2-2,3-1,4-0,1-3,2-1,1-1,1-1,3-1,2-0,2-0,2-2,2-0,1-1,3-1,3-1,2-0,4-0,3-1,,4-0,2-0,1-1,1-1,1-1,1-1,2-1,1-1,2-0,4-0,
1996,20,Philadelphia 76ers,1-2,0-4,1-3,0-4,0-4,2-0,0-2,0-4,0-2,0-2,1-3,0-2,1-1,1-3,1-2,1-1,2-2,1-3,0-4,,0-2,0-2,0-2,0-2,0-2,3-1,1-1,1-1,1-3,
1996,21,Phoenix Suns,2-0,1-1,0-2,1-1,0-2,3-1,1-3,0-2,3-1,1-3,1-1,1-3,1-3,1-1,2-0,3-1,2-0,2-0,0-2,2-0,,2-2,2-2,1-3,0-4,2-0,1-3,4-0,2-0,
1996,22,Portland Trail Blazers,0-2,2-0,1-1,0-2,1-1,4-0,4-0,0-2,3-1,2-2,1-1,2-2,2-2,2-0,0-2,4-0,1-1,2-0,1-1,2-0,2-2,,1-3,1-3,1-3,2-0,1-3,2-2,0-2,
1996,23,Sacramento Kings,0-2,0-2,1-1,0-2,1-1,2-2,4-0,1-1,3-1,2-2,2-0,2-2,1-3,1-1,2-0,1-3,1-1,2-0,1-1,2-0,2-2,3-1,,1-3,0-4,2-0,0-4,2-2,0-2,
1996,24,San Antonio Spurs,2-0,2-0,2-0,0-2,2-0,2-2,4-0,0-2,3-1,3-1,1-1,3-1,3-1,1-1,1-1,3-1,2-0,1-1,1-1,2-0,3-1,3-1,3-1,,2-2,2-0,3-1,4-0,1-1,
1996,25,Seattle SuperSonics,2-0,2-0,2-0,1-1,2-0,2-2,3-1,1-1,4-0,4-0,0-2,4-0,2-2,2-0,2-0,4-0,2-0,1-1,1-1,2-0,4-0,3-1,4-0,2-2,,1-1,3-1,3-1,1-1,
1996,26,Toronto Raptors,0-4,1-3,1-3,1-3,1-3,1-1,0-2,0-4,1-1,0-2,0-4,2-0,0-2,1-2,2-2,1-1,2-2,0-4,1-2,1-3,0-2,0-2,0-2,0-2,1-1,,0-2,1-1,3-1,
1996,27,Utah Jazz,1-1,2-0,1-1,0-2,2-0,3-1,1-3,2-0,3-1,2-2,2-0,3-1,2-2,2-0,2-0,3-1,2-0,1-1,1-1,1-1,3-1,3-1,4-0,1-3,1-3,2-0,,4-0,1-1,
1996,28,Vancouver Grizzlies,0-2,1-1,0-2,0-2,0-2,0-4,1-3,0-2,0-4,0-4,0-2,1-3,0-4,1-1,1-1,2-2,0-2,1-1,0-2,1-1,0-4,2-2,2-2,0-4,1-3,1-1,0-4,,0-2,
1996,29,Washington Bullets,3-1,2-2,1-3,0-4,1-3,2-0,1-1,2-1,1-1,1-1,0-3,1-1,1-1,2-2,3-1,2-0,2-2,1-3,0-4,3-1,0-2,2-0,2-0,1-1,1-1,1-3,1-1,2-0,,
-22,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1995,1,Atlanta Hawks,,3-1,2-2,1-4,1-4,2-0,2-0,3-2,2-0,0-2,1-4,2-0,0-2,2-2,1-3,2-0,4-0,2-2,1-3,3-1,1-1,1-1,1-1,1-1,0-2,0-2,4-0,,,
1995,2,Boston Celtics,1-3,,1-3,0-4,2-2,1-1,1-1,3-1,2-0,1-1,2-2,0-2,1-1,4-1,1-3,2-0,2-3,0-5,2-3,3-1,1-1,0-2,1-1,0-2,1-1,0-2,3-1,,,
1995,3,Charlotte Hornets,2-2,3-1,,2-2,3-2,0-2,1-1,5-0,2-0,0-2,1-4,2-0,0-2,3-1,4-1,1-1,3-1,3-1,1-3,3-1,0-2,2-0,1-1,1-1,2-0,2-0,3-1,,,
1995,4,Chicago Bulls,4-1,4-0,2-2,,2-3,1-1,1-1,5-0,2-0,1-1,2-2,1-1,1-1,3-1,1-4,2-0,2-2,3-1,1-3,4-0,1-1,1-1,0-2,1-1,0-2,0-2,2-2,,,
1995,5,Cleveland Cavaliers,4-1,2-2,2-3,3-2,,0-2,1-1,2-2,2-0,0-2,2-3,1-1,1-1,1-3,4-0,1-1,4-0,2-2,1-3,3-1,1-1,1-1,1-1,0-2,0-2,1-1,3-1,,,
1995,6,Dallas Mavericks,0-2,1-1,2-0,1-1,2-0,,1-4,1-1,3-1,2-3,1-1,3-1,1-3,0-2,1-1,4-1,1-1,0-2,0-2,2-0,0-4,3-1,2-2,2-3,0-4,2-4,1-1,,,
1995,7,Denver Nuggets,0-2,1-1,1-1,1-1,1-1,4-1,,1-1,1-3,1-4,1-1,4-0,2-2,2-0,2-0,6-0,1-1,0-2,0-2,1-1,1-3,3-1,2-2,1-4,1-3,1-4,2-0,,,
1995,8,Detroit Pistons,2-3,1-3,0-5,0-5,2-2,1-1,1-1,,1-1,0-2,2-2,1-1,0-2,1-3,2-3,1-1,2-2,1-3,1-3,4-0,1-1,0-2,1-1,0-2,0-2,0-2,3-1,,,
1995,9,Golden State Warriors,0-2,0-2,0-2,0-2,0-2,1-3,3-1,1-1,,0-4,0-2,3-2,3-2,1-1,0-2,1-3,1-1,1-1,0-2,1-1,3-2,1-4,0-5,1-3,1-4,2-2,2-0,,,
1995,10,Houston Rockets,2-0,1-1,2-0,1-1,2-0,3-2,4-1,2-0,4-0,,1-1,3-1,0-4,2-0,1-1,3-2,2-0,0-2,0-2,2-0,3-1,1-3,3-1,1-5,0-4,2-3,2-0,,,
1995,11,Indiana Pacers,4-1,2-2,4-1,2-2,3-2,1-1,1-1,2-2,2-0,1-1,,2-0,1-1,2-2,3-2,2-0,3-1,1-3,2-2,4-0,1-1,1-1,2-0,2-0,1-1,0-2,3-1,,,
1995,12,Los Angeles Clippers,0-2,2-0,0-2,1-1,1-1,1-3,0-4,1-1,2-3,1-3,0-2,,2-3,0-2,1-1,1-3,0-2,0-2,0-2,1-1,1-4,0-5,1-4,0-4,0-5,1-3,0-2,,,
1995,13,Los Angeles Lakers,2-0,1-1,2-0,1-1,1-1,3-1,2-2,2-0,2-3,4-0,1-1,3-2,,1-1,1-1,3-1,2-0,0-2,1-1,1-1,1-4,2-3,3-2,1-3,4-1,2-2,2-0,,,
1995,14,Miami Heat,2-2,1-4,1-3,1-3,3-1,2-0,0-2,3-1,1-1,0-2,2-2,2-0,1-1,,4-0,1-1,1-3,1-4,1-3,1-4,0-2,0-2,0-2,0-2,0-2,0-2,4-1,,,
1995,15,Milwaukee Bucks,3-1,3-1,1-4,4-1,0-4,1-1,0-2,3-2,2-0,1-1,2-3,1-1,1-1,0-4,,1-1,2-2,2-2,0-4,3-1,0-2,0-2,1-1,0-2,0-2,0-2,3-1,,,
1995,16,Minnesota Timberwolves,0-2,0-2,1-1,0-2,1-1,1-4,0-6,1-1,3-1,2-3,0-2,3-1,1-3,1-1,1-1,,1-1,0-2,1-1,1-1,0-4,0-4,1-3,0-5,0-4,1-4,1-1,,,
1995,17,New Jersey Nets,0-4,3-2,1-3,2-2,0-4,1-1,1-1,2-2,1-1,0-2,1-3,2-0,0-2,3-1,2-2,1-1,,1-4,2-2,2-3,0-2,1-1,1-1,0-2,1-1,0-2,2-3,,,
1995,18,New York Knicks,2-2,5-0,1-3,1-3,2-2,2-0,2-0,3-1,1-1,2-0,3-1,2-0,2-0,4-1,2-2,2-0,4-1,,2-3,4-0,1-1,1-1,2-0,1-1,0-2,0-2,4-0,,,
1995,19,Orlando Magic,3-1,3-2,3-1,3-1,3-1,2-0,2-0,3-1,2-0,2-0,2-2,2-0,1-1,3-1,4-0,1-1,2-2,3-2,,4-1,1-1,2-0,1-1,1-1,0-2,1-1,3-2,,,
1995,20,Philadelphia 76ers,1-3,1-3,1-3,0-4,1-3,0-2,1-1,0-4,1-1,0-2,0-4,1-1,1-1,4-1,1-3,1-1,3-2,0-4,1-4,,0-2,2-0,1-1,0-2,0-2,0-2,3-2,,,
1995,21,Phoenix Suns,1-1,1-1,2-0,1-1,1-1,4-0,3-1,1-1,2-3,1-3,1-1,4-1,4-1,2-0,2-0,4-0,2-0,1-1,1-1,2-0,,5-0,4-1,2-2,4-1,2-2,2-0,,,
1995,22,Portland Trail Blazers,1-1,2-0,0-2,1-1,1-1,1-3,1-3,2-0,4-1,3-1,1-1,5-0,3-2,2-0,2-0,4-0,1-1,1-1,0-2,0-2,0-5,,3-2,1-3,2-3,1-3,2-0,,,
1995,23,Sacramento Kings,1-1,1-1,1-1,2-0,1-1,2-2,2-2,1-1,5-0,1-3,0-2,4-1,2-3,2-0,1-1,3-1,1-1,0-2,1-1,1-1,1-4,2-3,,0-4,3-2,0-4,1-1,,,
1995,24,San Antonio Spurs,1-1,2-0,1-1,1-1,2-0,3-2,4-1,2-0,3-1,5-1,0-2,4-0,3-1,2-0,2-0,5-0,2-0,1-1,1-1,2-0,2-2,3-1,4-0,,2-2,3-2,2-0,,,
1995,25,Seattle SuperSonics,2-0,1-1,0-2,2-0,2-0,4-0,3-1,2-0,4-1,4-0,1-1,5-0,1-4,2-0,2-0,4-0,1-1,2-0,2-0,2-0,1-4,3-2,2-3,2-2,,1-3,2-0,,,
1995,26,Utah Jazz,2-0,2-0,0-2,2-0,1-1,4-2,4-1,2-0,2-2,3-2,2-0,3-1,2-2,2-0,2-0,4-1,2-0,2-0,1-1,2-0,2-2,3-1,4-0,2-3,3-1,,2-0,,,
1995,27,Washington Bullets,0-4,1-3,1-3,2-2,1-3,1-1,0-2,1-3,0-2,0-2,1-3,2-0,0-2,1-4,1-3,1-1,3-2,0-4,2-3,2-3,0-2,0-2,1-1,0-2,0-2,0-2,,,,
-23,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1994,1,Atlanta Hawks,,4-0,4-1,2-3,3-1,2-0,1-1,4-0,0-2,1-1,3-2,1-1,1-1,3-1,5-0,2-0,1-3,2-2,3-1,4-0,1-1,1-1,2-0,1-1,1-1,1-1,4-0,,,
1994,2,Boston Celtics,0-4,,0-4,2-2,1-3,2-0,1-1,3-1,1-1,1-1,0-4,1-1,1-1,2-3,3-1,1-1,1-4,0-4,2-2,4-1,1-1,1-1,1-1,0-2,0-2,0-2,3-2,,,
1994,3,Charlotte Hornets,1-4,4-0,,1-4,1-4,1-1,1-1,4-0,0-2,1-1,2-2,1-1,2-0,1-3,3-2,2-0,2-2,3-1,2-2,3-1,2-0,0-2,1-1,0-2,0-2,1-1,2-2,,,
1994,4,Chicago Bulls,3-2,2-2,4-1,,1-3,2-0,1-1,5-0,2-0,1-1,4-1,2-0,1-1,2-2,4-0,2-0,3-1,1-3,2-2,3-1,1-1,0-2,1-1,1-1,1-1,2-0,4-0,,,
